Gene	NoUVB.1	NoUVB.2	NoUVB.3	UVB-Saline.1	UVB-Saline.2	UVB-Saline.3	UVB-hCOL3A1.1	UVB-hCOL3A1.2	UVB-hCOL3A1.3
ENSMUSG00000112222_Tyms-ps	0	0	0	0	0	0	1.12	1	0
ENSMUSG00000112223_Krtap10-10	2	0	1	0	0	0	4.67	2	1.12
ENSMUSG00000112224_Gm47944	0	0	0	0	0	0	0	0	0
ENSMUSG00000112225_Gm48854	0	0	0	1	0	0	0	0	0
ENSMUSG00000112226_Gm48786	2	3	4	3	6	6	10	0	9
ENSMUSG00000112227_C330004P14Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112228_Gm47524	0	0	0	0	0	0	0	0	0
ENSMUSG00000112229_Gm48086	9	22	36	20	37	12	29	24	22
ENSMUSG00000112230_Ifngas1	0	0	0	0	0	1	0	0	1
ENSMUSG00000112231_Gm8435	0	0	0	0	0	0	0	0	0
ENSMUSG00000112232_Gm48578	0	0	0	0	0	0	0	0	0
ENSMUSG00000112233_Gm48698	0	0	0	0	0	0	0	0	0
ENSMUSG00000112234_Gm48427	8	7	8	12	10	11	12	5	9
ENSMUSG00000112235_Gm48307	0	0	0	0	1	0	0	0	0
ENSMUSG00000112236_Gm29802	1	0	0	2	2	1	0	0	1
ENSMUSG00000112237_D630033A02Rik	2	3	9	2	2.21	5	3	2	6
ENSMUSG00000112238_Gm48844	0	0	0	0	0	0	0	0	0
ENSMUSG00000112239_Gm17823	7.06	24	9.16	6.12	10.15	11.35	6.2	5.07	18.51
ENSMUSG00000112240_Gm48310	0	0	0	0	0	0	0	0	0
ENSMUSG00000112241_Gm49325	30.57	79.49	51.07	55.85	57.24	70.77	82.63	52.5	30.91
ENSMUSG00000112242_Gm10747	0	0	1	0	0	0	0	0	0
ENSMUSG00000112243_Gm47342	2	1	2	1	6	10	5	1	2
ENSMUSG00000112244_Gm48788	0	0	0	0	0	0	0	1	0
ENSMUSG00000112245_Gm8689	0	0	0	0	0	0	0	0	0
ENSMUSG00000112246_Gm40761	0	1	2	0	0	0	0	0	0
ENSMUSG00000112247_Gm47894	0	0	0	0	0	0	0	0	0
ENSMUSG00000112248_Gm47910	0	1	2	0	0	0	1	1	0
ENSMUSG00000112249_Gm30262	0	0	0	0	0	0	1	0	2
ENSMUSG00000112250_Gm47837	0	0	0	0	0	0	0	0	0
ENSMUSG00000112251_Gm47488	0	0	0	0	0	0	0	0	0
ENSMUSG00000112252_Cdc5lrt4	0	0	0	0	0	0	0	0	0
ENSMUSG00000112253_Gm47329	0	0	0	0	0	0	0	0	0
ENSMUSG00000112254_Gm47690	17	26	38	28	38	21	33	20	34
ENSMUSG00000112255_Gm47594	12	19	5	14	14	8	13	10	7
ENSMUSG00000112256_Gm48077	0	2	2	6	5	4	4	2	9
ENSMUSG00000112257_Gm47623	0	1	1	0	1	0	3	1	3
ENSMUSG00000112258_Gm10165	0	0	0	0	0	0	0	0	0
ENSMUSG00000112259_Gm17980	1	0	0	1	0	0	0	0	0
ENSMUSG00000112260_3110043J17Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112261_Gm47599	1	0	1	0	0	1	4	0	0
ENSMUSG00000112262_Gm48013	0	0	0	0	0	0	0	0	0
ENSMUSG00000112263_Gm47874	0	1	1.09	0	0	1	0	1	0
ENSMUSG00000112264_Gm48505	0	0	0	0	0	3	0	0	0
ENSMUSG00000112265_Gm34983	0	0	0	1	2.75	0	0	1	2
ENSMUSG00000112266_Gm48843	3	4	3	3	2	2	2	1	1
ENSMUSG00000112267_Gm47903	3	2	5	4	4	4	2	3	2
ENSMUSG00000112268_Gm48460	0	0	0	0	0	0	0	0	0
ENSMUSG00000112269_Gm6906	0	0	0	0	0	0	0	0	0
ENSMUSG00000112270_4930594A02Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112271_Gm9088	0	0	0	0	0	0	0	0	0
ENSMUSG00000112272_Gm48087	0	0	0	0	0	0	0	0	0
ENSMUSG00000112273_Gm29783	0	0	0	1	0	0	2	0	2
ENSMUSG00000112274_Gm47525	0	0	1	0	0	0	1	0	1
ENSMUSG00000112275_Gm47078	0	0	0	0	0	0	1	0	0
ENSMUSG00000112276_5033421B08Rik	9	8	5	3	11	6	1	2	2
ENSMUSG00000112277_Gm48867	0	0	0	0	0	0	0	0	0
ENSMUSG00000112278_Gm30025	7	10	9	8	16	5	12	5	11
ENSMUSG00000112279_Gm18774	0	0	0	0	0	0	0	0	0
ENSMUSG00000112280_A830082N09Rik	20	26	15	19	13	12	28	25	13
ENSMUSG00000112281_Gm47226	0	0	0	0	0	2	0	0	0
ENSMUSG00000112282_Gm19989	0	0	0	0	0	0	0	0	0
ENSMUSG00000112283_Gm36719	0	0	0	0	0	0	0	0	0
ENSMUSG00000112284_Gm48845	0	0	0	0	0	0	0	0	0
ENSMUSG00000112285_Scarna3b	1	5	6	4	1.34	3	8	5	0
ENSMUSG00000112286_Gm47561	0	1	0	0	0	3	0	1	2
ENSMUSG00000112287_Gm47024	25	48	48	46	56	62	66	30	40
ENSMUSG00000112288_Gm47879	1	1	1	1	2	0	2.4	0	0
ENSMUSG00000112289_1110019B22Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112290_Gm33782	0	1	0	3	1	1	2	0	2
ENSMUSG00000112291_Gm48276	0	1	0	1	2	0	1	0	0
ENSMUSG00000112292_Gm8275	0	0	0	0	0	0	0	0	0
ENSMUSG00000112293_Gm48509	0	0	0	0	0	0	0	0	0
ENSMUSG00000112294_Gm4129	0	0	0	0	0	1.14	1.04	1.04	0
ENSMUSG00000112295_Gm47017	1	0	2	3	0	0	2	3	1
ENSMUSG00000112296_Gm47768	0	0	0	0	0	0	0	0	0
ENSMUSG00000112297_Gm17816	24.2	17.16	15.24	26.2	26.72	10.16	15.31	25.32	20.24
ENSMUSG00000112298_Gm48088	1.18	1.18	0	0	0	0	0	0	0
ENSMUSG00000112299_Gm17870	0	0	0	0	0	0	0	0	0
ENSMUSG00000112300_Gm47976	2	13	11	7	10	6	13	8	7
ENSMUSG00000112301_Gm10752	0	0	0	2	0	2	1	1	0
ENSMUSG00000112302_Gm48226	18.31	22.21	19.34	10.78	23.69	14.39	29.04	20.85	13.8
ENSMUSG00000112303_Gm48759	5	6	5	5	9	3	10	3	1
ENSMUSG00000112304_Gm35206	0	1	2	0	0	0	0	1	1
ENSMUSG00000112305_Gm48875	0	0	0	0	0	0	0	0	0
ENSMUSG00000112306_Gm47744	0	0	1	0	0	0	0	0	0
ENSMUSG00000112307_Gm48751	41	36	28	57	52	20	57	35	19
ENSMUSG00000112308_Gm48512	0	0	0	0	0	0	0	0	0
ENSMUSG00000112309_Gm48353	2	2	2	1	0	2	8	3	0
ENSMUSG00000112311_Gm8153	0	0	0	0	0	0	0	0	0
ENSMUSG00000112312_Gm47755	0	0	0	0	0	0	0	0	0
ENSMUSG00000112313_Gm5951	0	0	0	0	0	0	0	0	0
ENSMUSG00000112314_Gm49454	2	1	0	0	0	0	0	0	0
ENSMUSG00000112315_Gm5183	0	0	0	0	0	0	0	0	0
ENSMUSG00000112316_Gm48425	1	0	0	0	0	0	0	0	0
ENSMUSG00000112317_Gm47580	3	8	4	5	8	9	9	8	4
ENSMUSG00000112318_Gm6721	0	0	0	0	0	0	0	0	0
ENSMUSG00000112319_Gm47221	4	4	1	2	3	2	1	2	3
ENSMUSG00000112320_Gm48022	0	0	0	0	0	1	0	0	0
ENSMUSG00000112321_Gm47866	0	0	0	0	0	0	0	0	0
ENSMUSG00000112322_Gm48115	0	0	0	0	0	0	0	0	0
ENSMUSG00000112323_Gm32828	0	0	0	0	0	0	0	0	0
ENSMUSG00000112324_Gm47939	2	3	0	0	0	0	2	0	1
ENSMUSG00000112325_Gm48454	1	0	0	0	0	0	0	0	0
ENSMUSG00000112326_Gm19624	0	0	0	0	0	0	0	1.11	0
ENSMUSG00000112327_Gm36827	0	1	0	0	0	0	0	0	0
ENSMUSG00000112328_Gm47325	0	0	0	0	0	0	0	0	0
ENSMUSG00000112329_Gm47908	0	0	0	0	0	0	0	1	0
ENSMUSG00000112330_Gm3266	0	0	0	0	0	0	0	0	0
ENSMUSG00000112331_Gm33035	0	0	0	0	0	0	0	0	0
ENSMUSG00000112332_4930466K18Rik	2	2	2	2	4	2	6	6	5
ENSMUSG00000112333_1700048P04Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112334_Gm48047	0	0	0	0	0	0	0	0	0
ENSMUSG00000112335_Gm46188	0	0	0	0	0	0	0	0	0
ENSMUSG00000112336_Gm47766	196.15	358.23	268.56	209.99	188.54	163.14	222.25	211.8	207.75
ENSMUSG00000112337_Gm47614	0	0	0	0	0	0	0	0	0
ENSMUSG00000112338_Gm47693	10	12	16	15	17	13	12	12	13
ENSMUSG00000112339_Gm47529	0	0	0	0	0	0	0	0	0
ENSMUSG00000112340_Gm47016	0	1	0	4	0	1	0	0	0
ENSMUSG00000112341_Gm4796	0	0	0	1	0	0	0	0	0
ENSMUSG00000112342_Gm47031	0	1	0	0	0	0	0	0	1
ENSMUSG00000112343_Sfta3-ps	0	0	0	0	0	1	0	0	0
ENSMUSG00000112344_Gm32141	0	0	0	0	0	0	0	0	0
ENSMUSG00000112345_Gm40652	0	0	0	0	0	0	0	0	0
ENSMUSG00000112346_Gm48768	9.32	12.82	6.72	18.36	11.36	8.35	22.19	15.14	8.22
ENSMUSG00000112347_Gm47257	1	0	2	2	0	0	0	1	1
ENSMUSG00000112348_Gm36634	0	0	0	0	1	0	0	1	1
ENSMUSG00000112349_Gm48132	0	1	0	0	0	1	3	0	1
ENSMUSG00000112350_Gm47697	0	1	0	1	0	0	1	0	0
ENSMUSG00000112351_Gm48326	0	0	0	0	0	0	0	0	0
ENSMUSG00000112352_Gm40617	5	7	6	5	9	1	13	5	7
ENSMUSG00000112353_Gm40418	0	0	0	0	0	0	0	0	0
ENSMUSG00000112354_Gm33843	0	0	1	1	1	0	0	1	1
ENSMUSG00000112355_Gm48285	0	0	0	0	0	0	0	0	0
ENSMUSG00000112357_Gm47864	0	0	0	0	0	0	0	0	0
ENSMUSG00000112358_Gm33869	18.91	58	39	15	34	19	66	44	25
ENSMUSG00000112359_Gm48475	0	0	0	0	0	0	0	0	0
ENSMUSG00000112360_Gm48614	0	1	1	0	0	0	0	0	0
ENSMUSG00000112361_Gm47607	0	0	0	0	0	0	0	1	0
ENSMUSG00000112362_Gm48507	0	0	0	0	0	0	0	1	0
ENSMUSG00000112363_Gm4178	0	0	0	0	0	0	0	0	0
ENSMUSG00000112364_4930503E24Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112366_C730027H18Rik	0	0	0	0	0	0	4	1	0
ENSMUSG00000112367_A230081H15Rik	0	1	4	0	0	0	0	0	0
ENSMUSG00000112368_Gm49376	5.74	9.74	1.72	6.48	5.36	8.36	2.56	7.47	4
ENSMUSG00000112369_Gm47911	0	0	0	0	0	0	0	0	0
ENSMUSG00000112370_Gm48385	0	0	0	0	0	0	0	0	0
ENSMUSG00000112371_Gm7791	0	6	1	2	1	1	1	2	0
ENSMUSG00000112372_Gm48779	0	0	0	0	0	0	0	0	0
ENSMUSG00000112373_Gm18556	1	0	1	3	2	2	3	1	1
ENSMUSG00000112374_Gm48072	0	0	0	0	1	0	0	0	0
ENSMUSG00000112375_Gm38560	1	0	0	1	1	0	4	0	2
ENSMUSG00000112376_Gm40649	0	0	0	0	0	0	0	0	0
ENSMUSG00000112377_Gm48794	0	0	0	0	0	0	0	0	0
ENSMUSG00000112378_Gm47261	1	1	0	2	0	0	0	1	0
ENSMUSG00000112379_Gm47900	0	4	0	1	3	2	3	4	1
ENSMUSG00000112380_Gm9736	4	13	5	7	14	4	7.23	2	2
ENSMUSG00000112381_Gm8170	0	3	2	2	7	0	1	1	0
ENSMUSG00000112382_Gm47228	0	0	0	0	0	0	0	0	0
ENSMUSG00000112383_Gm47895	0	1	0	0	1	0	1	0	0
ENSMUSG00000112384_Gm34921	3	2	4	6	1	3	5	7	4
ENSMUSG00000112385_Gm48258	0	0	0	0	0	0	0	0	0
ENSMUSG00000112386_Gm47752	0	0	0	0	0	0	0	0	0
ENSMUSG00000112387_1700021G15Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112388_AI463170	6	3	12	6	15	6	10	4	7.95
ENSMUSG00000112389_Gm48891	0	0	0	0	0	0	0	0	0
ENSMUSG00000112390_Gm20208	0	0	0	0	0	0	0	0	0
ENSMUSG00000112391_Gm48230	11	24	19	17	25	11	22	12	15
ENSMUSG00000112392_Gm35240	0	0	0	0	0	0	0	0	0
ENSMUSG00000112393_Gm48655	4	6	12	10	13	3	16	14	2
ENSMUSG00000112394_Gm48121	0	0	0	0	0	0	0	0	0
ENSMUSG00000112395_Gm7198	0	0	0	0	1.02	0	0	0	0
ENSMUSG00000112396_Gm47574	1	0	1	0	0	0	0	0	0
ENSMUSG00000112397_Gm10824	0	0	0	0	0	0	0	0	1
ENSMUSG00000112398_9230102K24Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112399_Gm32235	0	0	0	2	0	0	0	0	0
ENSMUSG00000112400_Gm47725	0	1	0	0	0	0	0	0	0
ENSMUSG00000112401_Gm47999	0	0	0	0	0	0	0	0	0
ENSMUSG00000112402_Gm10744	0	0	0	0	0	0	0	0	0
ENSMUSG00000112403_Gm47227	0	0	0	0	0	0	0	0	0
ENSMUSG00000112404_Gm32442	0	0	0	1	1	0	0	0	0
ENSMUSG00000112405_Fkbp1a-ps2	0	0	0	0	0	0	0	0	0
ENSMUSG00000112406_4921515L22Rik	1	2	2	3	2	0	2	1	2
ENSMUSG00000112407_Gm33340	0	0	1	0	0	0	0	0	0
ENSMUSG00000112408_Gm8701	0	0	0	0	0	0	0	0	0
ENSMUSG00000112409_C030006N10Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112410_B230217J21Rik	5	5	4	2	1	1	5	10	3
ENSMUSG00000112411_Gm19337	6	10	16	14	11	10	13	9	7
ENSMUSG00000112412_Gm35239	0	0	0	0	0	0	0	0	0
ENSMUSG00000112413_Gm6867	0	0	0	0	0	0	0	0	0
ENSMUSG00000112414_Gm34609	0	0	0	0	0	0	0	0	0
ENSMUSG00000112415_Gm48426	0	0	0	2	0	0	0	1	0
ENSMUSG00000112416_Gm47028	0	0	0	0	0	0	0	0	0
ENSMUSG00000112417_A430028G04Rik	5.28	5.29	13	6	8	7.51	6.16	3.14	14
ENSMUSG00000112418_Gm9466	0	0	0	0	0	0	0	0	0
ENSMUSG00000112419_Cdc5lrt6	0	0	0	0	0	0	0	0	0
ENSMUSG00000112420_Gm48543	6	12	9	6	6	6	7	9	9
ENSMUSG00000112421_4933406B15Rik	1	1	3.14	1	1	1	2	1	3.1
ENSMUSG00000112422_Gm31938	0	1	0	0	1	0	3	1	0
ENSMUSG00000112423_Gm6333	0	0	1	3.88	0	0	3	0	2
ENSMUSG00000112424_Gm6494	1	2	0	0	2.02	1.01	1.01	2	0
ENSMUSG00000112425_Gm47896	0	0	0	0	0	0	0	1	0
ENSMUSG00000112426_Gm47200	0	1.07	0	0	0	0	0	1.03	0
ENSMUSG00000112427_Gm19168	0	0	0	0	0	0	0	0	0
ENSMUSG00000112428_Gm48106	0	0	0	0	0	1.04	0	0	0
ENSMUSG00000112429_Gm47093	0	0	0	0	0	0	1	2	0
ENSMUSG00000112430_Gm30624	0	0	2	0	0	0	0	0	0
ENSMUSG00000112431_Gm10741	0	0	0	1	0	0	0	1	0
ENSMUSG00000112432_Gm18507	0	0	0	0	0	0	0	0	0
ENSMUSG00000112433_Gm30122	3	9	8	9	5	5	4	8	7
ENSMUSG00000112434_Gm7594	0	0	0	0	0	0	0	0	0
ENSMUSG00000112435_Gm47965	0	0	0	0	0	0	0	0	0
ENSMUSG00000112436_Gm48403	0	0	0	0	0	0	0	0	0
ENSMUSG00000112437_Gm35188	0	0	0	0	0	0	0	0	0
ENSMUSG00000112438_Gm40810	0	0	0	0	0	0	0	0	0
ENSMUSG00000112439_Gm33336	0	0	0	0	0	0	0	0	0
ENSMUSG00000112440_Gm47722	0	0	2	0	0	0	1	0	3
ENSMUSG00000112441_Gm48898	7	29	19	21	18	14	16	17	12
ENSMUSG00000112442_Gm47992	12	15	14	13	12	11	20	18	12
ENSMUSG00000112443_Gm19007	0	1	0	0	0	0	1	0	2
ENSMUSG00000112444_4930401C15Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112445_Gm47830	1	0	0	0	1	0	1	1	0
ENSMUSG00000112446_Gm47949	0	0	0	0	0	0	0	0	0
ENSMUSG00000112447_Gm47935	0	0	0	0	0	0	0	0	0
ENSMUSG00000112448_Gm48182	0	0	0	0	0	0	0	0	4
ENSMUSG00000112449_Srp54b	7.64	16.96	8.15	18.37	26.4	9.54	10.22	4.92	8.63
ENSMUSG00000112450_Gm3619	0	0	0	0	1	0	0	0	0
ENSMUSG00000112451_Gm6714	0	0	0	0	0	0	0	0	1
ENSMUSG00000112452_Gm48075	0	0	0	0	0	0	0	0	0
ENSMUSG00000112453_Gm4781	0	0	0	0	0	0	0	0	0
ENSMUSG00000112454_Gm48619	0	0	0	1	1	0	0	0	0
ENSMUSG00000112455_Gm48289	0	0	0	0	0	0	0	0	0
ENSMUSG00000112456_Gm6991	0	0	1	0	0	0	0	0	0
ENSMUSG00000112457_Gm48687	0	0	0	0	0	0	0	0	0
ENSMUSG00000112458_Gm40773	0	0	0	0	0	0	0	0	0
ENSMUSG00000112459_Gm47689	4	5	4	3	7	6	2	2	4
ENSMUSG00000112460_Gm48120	0	0	0	0	0	0	0	0	0
ENSMUSG00000112461_Gm47625	0	2	1	4	0	4	4	1	2
ENSMUSG00000112462_Gm48772	0	0	0	0	0	0	0	0	0
ENSMUSG00000112463_Gm47579	0	0	0	0.99	0	0	1	0	0
ENSMUSG00000112464_Gm47609	0	0	0	0	0	0	0	0	0
ENSMUSG00000112465_Gm18387	0	0	0	0	0	0	0	0	0
ENSMUSG00000112466_Gm29674	0	7	0	4	1	0	2	1	0
ENSMUSG00000112467_Gm48144	0	0	0	0	0	0	0	1	0
ENSMUSG00000112468_Gm47720	0	0	0	0	0	0	0	0	0
ENSMUSG00000112469_Gm47823	0	0	0	0	0	0	0	0	0
ENSMUSG00000112470_5330439M10Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112471_Gm5779	1	0	0	2	1	1	1	1	0
ENSMUSG00000112472_Gm48083	0	1	0	0	0	0	0	0	2
ENSMUSG00000112473_Gm48658	0	0	0	0	0	0	0	0	0
ENSMUSG00000112474_Gm46209	3.02	3.6	5.47	3.03	0	2.84	4.65	1.57	0
ENSMUSG00000112475_Gm47703	0	0	0	0	0	0	0	0	0
ENSMUSG00000112476_Gm32365	0	0	0	0	0	0	1	0	0
ENSMUSG00000112477_Gm48657	0	0	1	0	0	0	0	0	0
ENSMUSG00000112478_Gm47761	0	0	1	4	3	0	2	3	1
ENSMUSG00000112479_Gm21026	0	0	0	0	0	0	0	0	0
ENSMUSG00000112480_Gm4310	0	0	0	0	0	0	0	0	0
ENSMUSG00000112481_Gm29684	2	2	3	4	2	1	2	6	1
ENSMUSG00000112482_1700025K04Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112483_Gm48542	8	27	13	10	11	12	34	9	23
ENSMUSG00000112484_4930473O22Rik	0	0	0	0	0	0	0	1	0
ENSMUSG00000112485_Gm47631	0	0	0	0	0	0	0	0	0
ENSMUSG00000112486_Gm48659	0	0	0	0	0	0	0	0	0
ENSMUSG00000112487_Gm18873	0	0	0	0	0	0	0	0	0
ENSMUSG00000112488_Gm33981	0	2	0	0	0	0	0	1	2
ENSMUSG00000112489_9230116L04Rik	4.11	2	3.06	3.05	1	1.02	4	4	0
ENSMUSG00000112490_Gm48068	0	0	0	0	0	0	0	0	0
ENSMUSG00000112491_Gm19801	0	0	0	0	0	0	0	0	0
ENSMUSG00000112492_Gm9111	0	0	0	1	0	0	0	0	0
ENSMUSG00000112493_4930486F22Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112494_4930444K16Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112495_Cdc5lrt9	0	0	0	0	0	0	0	0	0
ENSMUSG00000112496_Gm48764	0	2	2	3	1	1	1	2	0
ENSMUSG00000112497_4930525C09Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112498_Gm47691	1	1	0	0	0	0	1	2	0
ENSMUSG00000112499_Gm47736	0	0	0	0	0	0	0	0	0
ENSMUSG00000112500_4933411E08Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112501_Gm33091	0	0	1	3	1	0	0	0	0
ENSMUSG00000112502_Gm46194	0	2	3	2	0	4	4	5	2
ENSMUSG00000112503_Gm18409	0	0	0	0	0	0	0	0	0
ENSMUSG00000112504_Gm47367	0	0	0	0	0	0	0	0	0
ENSMUSG00000112505_Gm48610	0	0	0	0	0	0	0	0	0
ENSMUSG00000112506_Gm48224	0	1	0	1	0	1	1	1	1
ENSMUSG00000112507_Gm47589	0	0	0	0	0	0	0	0	0
ENSMUSG00000112509_Gm47211	0	0	0	0	0	0	0	0	0
ENSMUSG00000112510_Gm47566	0	0	0	0	0	0	0	0	0
ENSMUSG00000112511_Gm18704	0	0	0	0	0	0	0	0	0
ENSMUSG00000112512_Gm48203	2	0	0	0	4	2	2	1	3
ENSMUSG00000112513_4930422I22Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112514_Gm47897	0	0	0	1	0	0	0	0	0
ENSMUSG00000112515_Gm4928	0	1	3.01	1	0	0	0	2.01	1
ENSMUSG00000112516_Gm47968	3	0	0	2	0	0	2	1	1
ENSMUSG00000112517_Gm48001	0	0	0	0	0	0	0	0	0
ENSMUSG00000112518_Gm48117	0	0	0	0	0	0	0	0	0
ENSMUSG00000112519_Gm47671	0	0	0	0	0	0	0	0	0
ENSMUSG00000112520_Gm48379	0	0	0	0	0	0	0	0	0
ENSMUSG00000112521_Gm29884	2.02	1	0	0	0	0	0	0	2
ENSMUSG00000112522_Gm47632	0	3	2	1	0	0	1	1	1
ENSMUSG00000112523_Gm48377	0	2	0	0	0	0	2	0	0
ENSMUSG00000112524_Gm35274	0	0	0	0	0	0	0	0	0
ENSMUSG00000112525_Gm47899	0	0	0	0	0	0	0	0	0
ENSMUSG00000112526_Gm35865	0	0	0	0	0	0	0	0	0
ENSMUSG00000112527_Gm35696	0	2	0	1	0	0	0	0	0
ENSMUSG00000112528_Gm29794	0	1	1	2	1	0	5	0	0
ENSMUSG00000112529_Gm46199	0	0	0	0	0	1	0	0	0
ENSMUSG00000112530_Gm47738	1	0	0	1	0	0	0	1.58	0
ENSMUSG00000112531_Gm2649	0	0	0	0	0	0	0	0	0
ENSMUSG00000112532_Gm36283	0	0	2	2	2	0	1	0	1
ENSMUSG00000112533_Gm20758	0	3	1	0	1	0	1	0	0
ENSMUSG00000112534_Gm47940	0	0	0	0	0	0	0	0	0
ENSMUSG00000112535_Gm47425	0	0	0	0	0	0	0	0	0
ENSMUSG00000112536_Gm48195	0	0	0	0	0	1	0	0	0
ENSMUSG00000112537_4930543I11Rik	0	1	0	2	0	0	0	0	0
ENSMUSG00000112538_Gm47667	0	0	0	0	0	0	0	0	0
ENSMUSG00000112539_Gm40787	2	0	2	1	1	3	3	2	2
ENSMUSG00000112540_Gm47461	2	0	2	1	1	0	1	0	0
ENSMUSG00000112541_Gm9072	0	0	0	0	0	0	0	0	0
ENSMUSG00000112542_Gm47840	0	0	0	0	0	0	0	0	0
ENSMUSG00000112543_Gm48744	10	4	1	5	6	5	14	3	1
ENSMUSG00000112544_Gm48089	0	0	0	0	1	0	0	0	0
ENSMUSG00000112545_1300014J16Rik	25	20	19	24	30	11	22	12	18
ENSMUSG00000112546_Gm6992	3.83	6.2	3.44	10.06	5.32	16.66	13.4	8.3	6.61
ENSMUSG00000112547_Gm47096	5.06	3.73	2	6	9	6	6.79	5	6
ENSMUSG00000112548_Gm47338	0	2	2	3	2	2	2	0	1
ENSMUSG00000112549_Gm35818	0	0	1	0	1	0	0	0	0
ENSMUSG00000112550_Gm6627	18.76	27.53	18.85	30.72	36.75	25.32	21.17	16.88	22.75
ENSMUSG00000112551_Gm8219	0	0	0	0	0	0	0	0	0
ENSMUSG00000112552_Gm36065	0	0	0	0	0	0	0	0	0
ENSMUSG00000112553_Gm4556	0	0	0	0	0	0	0	0	0
ENSMUSG00000112554_Gm47224	0	0	0	0	0	0	0	0	0
ENSMUSG00000112555_Gm47027	2	7	13	20	13	17	11	7	5
ENSMUSG00000112556_Gm47339	0	4	0	2	8	3	5	9	1
ENSMUSG00000112557_Gm47626	2	1	1	0	0	1	3	2	2
ENSMUSG00000112558_Gm32364	0	0	1	1	2	3	1	0	2
ENSMUSG00000112559_Gm48599	0	0	0	0	0	0	0	0	0
ENSMUSG00000112560_Gm19186	0	0	0	0	0	0	0	0	0
ENSMUSG00000112561_Limk1-ps2	0	0	0	0	0	0	0	0	0
ENSMUSG00000112562_Gm48451	0	0	0	0	0	0	0	0	0
ENSMUSG00000112563_Gm47608	1	0	1	2	4	1	1	0	1
ENSMUSG00000112564_Gm47419	0	0	0	0	0	0	0	0	0
ENSMUSG00000112565_Gm48473	0	0	0	0	0	0	0	0	0
ENSMUSG00000112566_Gm32025	1	2	2	0	1	0	0	0	1
ENSMUSG00000112567_Gm32899	0	0	0	0	0	0	0	0	0
ENSMUSG00000112568_Gm47363	0	0	0	0	0	0	0	0	0
ENSMUSG00000112569_Gm33111	0	0	0	0	1	0	0	0	0
ENSMUSG00000112570_Gm47225	0	0	0	0	0	0	0	0	0
ENSMUSG00000112571_Gm48207	8	21	27	20	16	7	26	17	12
ENSMUSG00000112572_Gm7530	0	0	0	0	0	0	0	0	0
ENSMUSG00000112573_Gm48324	0	1	1	1	0	1	0	0	1
ENSMUSG00000112574_Gm5750	0	1.03	0	0	2.3	0	0	0	1
ENSMUSG00000112575_Gm31849	0	0	0	0	0	0	0	0	0
ENSMUSG00000112576_Gm47621	4	5	6	1	6	7	8	2	6
ENSMUSG00000112577_Gm47170	1	1	3	2	0	2	4	0	1
ENSMUSG00000112578_Gm33308	0	0	0	0	0	0	0	0	0
ENSMUSG00000112579_Gm48450	0	1	0	0	0	0	0	0	0
ENSMUSG00000112580_Gm47673	0	0	0	0	0	0	0	1	0
ENSMUSG00000112581_1700022H01Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112582_Rpl19-ps2	0	0	0	0	0	0	0	0	0
ENSMUSG00000112583_Gm4930	0	0	0	0	0	0	0	0	0
ENSMUSG00000112584_Gm2398	0	0	0	0	1	0	0	0	0
ENSMUSG00000112585_Gm47527	0	0	0	0	0	0	0	0	0
ENSMUSG00000112586_Gm6729	0	0	1	0.99	0	0	0	0	0
ENSMUSG00000112587_Gm47769	0	0	0	0	0	0	0	0	0
ENSMUSG00000112588_Gm6859	0	0	0	0	0	0	0	0	0
ENSMUSG00000112589_Gm48280	0	0	0	0	0	1	0	0	0
ENSMUSG00000112590_Gm5186	0	0	0	0	0	0	0	0	0
ENSMUSG00000112591_Gm4927	0	0	0	0	0	0	0	0	0
ENSMUSG00000112592_Gm19972	39	35	37	62	50	28	49	35	24
ENSMUSG00000112593_Gm48882	2	5	2	3	7	4	3	1.08	3
ENSMUSG00000112594_Gm48333	0	2	0	0	0	0	0	0	0
ENSMUSG00000112595_Gm47340	0	3	3	1	4	2	3	3	0
ENSMUSG00000112596_Gm48804	21	26	25.16	31	36	12	43.2	34	18.3
ENSMUSG00000112597_Gm4777	0	0	0	1	2	0	0	0	0
ENSMUSG00000112598_Gm40552	0	0	1	0	0	0	0	0	0
ENSMUSG00000112599_Gm47719	0	0	0	0	0	1	1	0	0
